customer_id,satisfaction_score,survey_date,tier,points
C084,1.0,2023-12-01,,
C054,6.0,2023-12-02,Silver,551.0
C071,3.0,2023-12-03,Platinum,3874.0
C046,3.0,2023-12-04,Platinum,7984.0
C045,7.0,2023-12-05,Platinum,6901.0
C040,1.0,2023-12-06,,
C023,9.0,2023-12-07,,
C081,4.0,2023-12-08,,
C011,4.0,2023-12-09,,
C001,6.0,2023-12-10,Bronze,8700.0
C019,4.0,2023-12-11,,
C031,4.0,2023-12-12,Bronze,708.0
C074,9.0,2023-12-13,,
C034,6.0,2023-12-14,Bronze,1083.0
C091,7.0,2023-12-15,Gold,7826.0
C005,7.0,2023-12-16,Platinum,2035.0
C077,3.0,2023-12-17,Gold,4843.0
C078,6.0,2023-12-18,Platinum,9753.0
C013,6.0,2023-12-19,Gold,6392.0
C032,5.0,2023-12-20,Bronze,9496.0
C056,8.0,2023-12-21,,
C089,10.0,2023-12-22,Silver,9778.0
C027,6.0,2023-12-23,Platinum,1207.0
C043,9.0,2023-12-24,Platinum,485.0
C070,8.0,2023-12-25,Platinum,3511.0
C016,10.0,2023-12-26,,
C041,8.0,2023-12-27,,
C097,1.0,2023-12-28,,
C010,3.0,2023-12-29,Gold,4684.0
C073,1.0,2023-12-30,Platinum,2753.0
C012,5.0,2023-12-31,Gold,4974.0
C048,4.0,2024-01-01,,
C086,3.0,2024-01-02,Silver,3422.0
C029,1.0,2024-01-03,Bronze,8998.0
C094,10.0,2024-01-04,,
C006,10.0,2024-01-05,Bronze,8965.0
C067,9.0,2024-01-06,,
C066,2.0,2024-01-07,Gold,9297.0
C036,4.0,2024-01-08,Platinum,9694.0
C017,4.0,2024-01-09,Silver,4386.0
C050,8.0,2024-01-10,,
C035,4.0,2024-01-11,,
C008,2.0,2024-01-12,,
C096,4.0,2024-01-13,Bronze,1486.0
C028,4.0,2024-01-14,,
C020,9.0,2024-01-15,Silver,3247.0
C082,5.0,2024-01-16,Gold,9015.0
C026,2.0,2024-01-17,,
C063,4.0,2024-01-18,Gold,5449.0
C014,2.0,2024-01-19,,
C009,,,Gold,7991.0
C083,,,Gold,3943.0
C064,,,Bronze,5364.0
C051,,,Gold,8672.0
C024,,,Gold,6589.0
C061,,,Bronze,1646.0
C025,,,Bronze,3524.0
C039,,,Platinum,9876.0
C057,,,Bronze,8790.0
C076,,,Platinum,6457.0
C030,,,Bronze,665.0
C092,,,Gold,1562.0
C042,,,Silver,9017.0
C022,,,Gold,7273.0
C085,,,Bronze,7577.0
C088,,,Bronze,1487.0
C098,,,Bronze,2930.0
C021,,,Silver,6842.0
C090,,,Platinum,3155.0
C038,,,Platinum,7095.0
C060,,,Platinum,9952.0
C002,,,Bronze,3242.0
C075,,,Gold,4764.0
C080,,,Gold,1350.0
C015,,,Bronze,3532.0
C055,,,Gold,4545.0
C052,,,Platinum,2624.0
C007,,,Silver,9649.0
C099,,,Bronze,353.0
C044,,,Silver,5900.0
